Danny B.
Mostly Tit for Tat
200
C, 2, 1
D, 3, 1
C, 3, 1
C, 4, 1
C, 5, 1
C, 6, 1
C, 7, 1
C, 8, 1
C, 9, 1
C, 10, 1
C, 11, 1
C, 12, 1
C, 13, 1
C, 14, 1
C, 15, 1
C, 16, 1
C, 17, 1
C, 18, 1
C, 19, 1
C, 20, 1
C, 21, 1
C, 22, 1
C, 23, 1
C, 24, 1
C, 25, 1
C, 26, 1
C, 27, 1
C, 28, 1
C, 29, 1
C, 30, 1
C, 31, 1
C, 32, 1
C, 33, 1
C, 34, 1
C, 35, 1
C, 36, 1
C, 37, 1
C, 38, 1
C, 39, 1
C, 40, 1
C, 41, 1
C, 42, 1
C, 43, 1
C, 44, 1
C, 45, 1
C, 46, 1
C, 47, 1
C, 48, 1
C, 49, 1
C, 50, 1
C, 51, 1
C, 52, 1
C, 53, 1
C, 54, 1
C, 55, 1
C, 56, 1
C, 57, 1
C, 58, 1
C, 59, 1
C, 60, 1
C, 61, 1
C, 62, 1
C, 63, 1
C, 64, 1
C, 65, 1
C, 66, 1
C, 67, 1
C, 68, 1
C, 69, 1
C, 70, 1
C, 71, 1
C, 72, 1
C, 73, 1
C, 74, 1
C, 75, 1
C, 76, 1
C, 77, 1
C, 78, 1
C, 79, 1
C, 80, 1
C, 81, 1
C, 82, 1
C, 83, 1
C, 84, 1
C, 85, 1
C, 86, 1
C, 87, 1
C, 88, 1
C, 89, 1
C, 90, 1
C, 91, 1
C, 92, 1
C, 93, 1
C, 94, 1
C, 95, 1
C, 96, 1
C, 97, 1
C, 98, 1
C, 99, 1
C, 100, 1
C, 101, 1
C, 102, 1
C, 103, 1
C, 104, 1
C, 105, 1
C, 106, 1
C, 107, 1
C, 108, 1
C, 109, 1
C, 110, 1
C, 111, 1
C, 112, 1
C, 113, 1
C, 114, 1
C, 115, 1
C, 116, 1
C, 117, 1
C, 118, 1
C, 119, 1
C, 120, 1
C, 121, 1
C, 122, 1
C, 123, 1
C, 124, 1
C, 125, 1
C, 126, 1
C, 127, 1
C, 128, 1
C, 129, 1
C, 130, 1
C, 131, 1
C, 132, 1
C, 133, 1
C, 134, 1
C, 135, 1
C, 136, 1
C, 137, 1
C, 138, 1
C, 139, 1
C, 140, 1
C, 141, 1
C, 142, 1
C, 143, 1
C, 144, 1
C, 145, 1
C, 146, 1
C, 147, 1
C, 148, 1
C, 149, 1
C, 150, 1
C, 151, 1
C, 152, 1
C, 153, 1
C, 154, 1
C, 155, 1
C, 156, 1
C, 157, 1
C, 158, 1
C, 159, 1
C, 160, 1
C, 161, 1
C, 162, 1
C, 163, 1
C, 164, 1
C, 165, 1
C, 166, 1
C, 167, 1
C, 168, 1
C, 169, 1
C, 170, 1
C, 171, 1
C, 172, 1
C, 173, 1
C, 174, 1
C, 175, 1
C, 176, 1
C, 177, 1
C, 178, 1
C, 179, 1
C, 180, 1
C, 181, 1
C, 182, 1
C, 183, 1
C, 184, 1
C, 185, 1
C, 186, 1
C, 187, 1
C, 188, 1
C, 189, 1
C, 190, 1
C, 191, 1
C, 192, 1
C, 193, 1
C, 194, 1
C, 195, 1
C, 196, 1
C, 197, 1
C, 198, 1
C, 199, 1
D, 198, 1
